TCM_ID,SMILES
MOL001849,CC(C)=CC(=O)CC(C)(C)[N+](=O)[O-]
MOL004718,CC[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
MOL006725,C[C@H]1[C@@H]2C3=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(C(=O)O)[C@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CCC1(C)C
MOL007837,CC(C)=CCC[C@@H](C(=O)O)[C@H]1CNC(=[NH2+])[N-]1
MOL012336,CC(C)=CC/C=C(/C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@]3(C)CC[C@@H](O)C(C)(C)[C@H]3[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)C[C@]12C
MOL003527,CC(=O)CC(C)(C)O
MOL004348,COC(=O)c1ccc(O)cc1
MOL006375,COc1cc(/C=C/C(=O)O[C@H]2C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]2O)ccc1O
MOL011849,C[C@H]1CC[C@H]([C@]2(C)CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O2)C(=O)C1
MOL009080,O=C1CC[C@@H](c2c(O)cc(O)c3c2O[C@@H](c2ccc(O)c(O)c2)[C@H](O)C3)N1
MOL012766,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CO
MOL003177,COc1cc(C=O)cc(OC)c1O
MOL003360,CC(C)=CC1=C(O)c2ccccc2C(=O)C1=O
MOL006498,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12
MOL002988,COc1cc(O)c([C@H]2COc3cc(O)ccc3C2)cc1[C@H]1c2ccc(O)cc2OC[C@@H]1c1ccc(OC)c(O)c1OC
MOL006162,O=Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O
MOL009297,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)ccc1O
MOL012571,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5[C@@H](O)C[C@]43C)[C@@H]2[C@]1(C)O
MOL002822,O=C(O)[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2O)[C@H](O)[C@@H](O)[C@@H]1O
MOL003730,OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O[C@@H]3OC=C[C@H]4[C@H](O)[C@@H]5O[C@]5(CO)[C@@H]34)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
MOL006532,C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O
MOL012121,C=CC[C@@]12C=C(OC)C(=O)[C@@H](C1=O)[C@@H](c1ccc3c(c1)OCO3)[C@@H]2C
MOL012988,CC(C)=C[C@@H]1C[C@@](C)(O)[C@@H]2[C@H]3CC[C@@H]4[C@]5(C)CC[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H](O)[C@H]7O[C@H]7OC[C@H](O)[C@@H](O)[C@H]7O)[C@H]6O[C@H]6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]34CO[C@]2(C4)O1
MOL002571,CCC[C@@H](C)c1ccccc1
MOL006861,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)C[C@@](C)(CO)[C@]5(O)CC[C@]43C)[C@H]12
MOL007773,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)[C@]3(C)CO)OC[C@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
MOL008486,CC[C@H]1CN2CC[C@@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)O
MOL013360,CCCCCCCCCCC[C@H](CCCC)CCCCCCCCCC
MOL002121,C/C1=C\[C@@H]2[C@H](CC/C(C)=C/CC1)C2(C)C
MOL007323,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@H]5[C@H](O)C[C@]43C)[C@H]12
MOL012822,CC#Cc1ccc(C#C[C@H](O)CO)s1
MOL006924,C[C@]12OC=C3CC[C@H]4[C@@H](CC=C5C[C@@H](O)[C@H](O)C[C@@]54C)C(=O)O[C@H](CO1)[C@@]32O
MOL004919,CC1CCCCC1
MOL007636,C[C@@H]1CC[C@]2(OC1)O[C@H]1C[C@@H]3[C@H]4CC[C@H]5C[C@@H]([C@@]6(O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)O[C@@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@@H]4CC[C@@H]3[C@]1(C)[C@@H]2C
MOL013225,C=C1C(=O)[C@@H]2C[C@H]1C(C)(C)C2
MOL011218,CC(=O)O[C@H]1C[C@H]([C@H](C)CC/C=C(\C)C(=O)O)[C@@]2(C)CC=C3C(=CC[C@@]4(C)C(C)(C)C(=O)CC[C@]34C)[C@]12C
MOL008039,COc1cc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)c(OC)cc1O
MOL000409,CC(C)(O)[C@H]1CC[C@@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1
MOL002434,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@@H](O)C4(C)C)[C@]3(C)C(=O)C[C@]12C)CO
MOL007266,C/C=C1\C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23
MOL011648,CCCCCCC/C=C/CCCCCCCCC(=O)OC
MOL008193,COc1c(CC(=O)C(C)C)c(=O)n(C)c2c(OC)cccc12
MOL012967,CC1=CC(=O)CC(C)(C)[C@]1(O)/C=C/[C@H](C)O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]1O
MOL008469,CC[C@H]1CN2CC[C@]3(C(=O)Nc4ccccc43)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC
MOL000059,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
MOL002064,CC(=O)C[C@@H]1CCCN1C
MOL006027,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]5O)[C@](CO)(C(=O)OC)[C@H]4CC[C@@]3(C)[C@]1(C)C[C@@H]2O
MOL010409,C[C@@H](CCC(=O)[C@@H](C)C1=CC=C2[C@@H]3CC=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@H](O[C@H]6O[C@@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)CO[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O
MOL012434,CC1(C)C=C2[C@@H]3CC[C@@H]4[C@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@@]3(C)CC[C@@]2(C)CC1
MOL009628,CO[C@]1(F)C[C@H]1c1ccccc1
MOL003225,C[C@]12CCC[C@@]3(COC1=O)[C@@H]1CC[C@@H]4C[C@@]1(CC[C@@H]32)C[C@@]4(C)O
MOL001218,CCCCCCCCCCCCO
MOL006477,Cc1cc(O)c2c(c1)C(=O)c1cccc(OOC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)c1C2=O
MOL010059,COC(=O)[C@@]1(O)CC[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1
MOL008890,CCNCC
MOL012064,CC(=O)O[C@H]1C[C@@]23C[C@@]24CC[C@@H](O)C(C)(C)[C@H]4CC[C@H]3[C@@]2(C)C[C@H]3OC(=O)C[C@H](C)[C@H]3[C@]12C
MOL009782,Oc1ccc(CCc2cc(O)cc(O)c2)cc1
MOL009278,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(O)c1O
MOL002967,COC1=C(c2cc([C@H]3COc4cc(O)ccc4C3)c(O)cc2OC)C(=O)C([C@H]2COc3cc(O)ccc3C2)=CC1=O
MOL003675,O=c1cccc2n1C[C@H]1C[C@@H]2CN2CCCC[C@@H]12
MOL001648,COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12
MOL011561,CCC1=C(C)C(=O)NC1=O
MOL005172,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OC
MOL001998,O=C1CCC[C@@H]2[C@@H]3C[C@H](O)CN4CCC[C@@](O)(CN12)[C@H]34
MOL005488,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1O
MOL000370,COc1cc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)ccc1O
MOL008740,CCCCCCCCCCCCCC[C@@H]1CO1
MOL009852,Cc1ccc(C)c(C)c1C
MOL011131,CC(=O)O[C@H]1CC[C@]2(C)C3=C(CC[C@H]2[C@@H]1C)[C@]1(C)[C@@H](OC(C)=O)C[C@H]([C@H](C)CC/C=C(\C)C(=O)O)[C@@]1(C)CC3
MOL005522,CC(C)CCN
MOL000720,CC1=C(C=O)C(C)(C)CC=C1
MOL001832,O=S(=O)(O)O/N=C(/Cc1cn(S(=O)(=O)[O-])c2ccccc12)S[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
MOL008310,CC(=O)c1cc2cc(C(C)=O)c(O)cc2o1
MOL010370,CC(C)(C)CCN(CCC[C@]1(O)CC[C@H](O)c2ccccc21)C(c1ccccc1)c1ccccc1
MOL004763,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(O)c3-2)CCN1C
MOL005871,O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]12)c1cc(O)c(O)c(Oc2c(O)c(O)c(O)c3c2C(=O)O[C@H]2[C@@H]4OC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)O[C@H]4[C@H](OC(=O)c4cc(O)c(O)c(O)c4)O[C@@H]2COC(=O)c2cc(O)c(O)c(O)c2-3)c1
MOL004299,CC1=Cc2c(c(C)cc3occ(C)c23)CC1
MOL001561,O=C(/C=C/C=C/CC/C=C\c1ccc2c(c1)OCO2)N1CCCCC1
MOL009151,CCCCCCCCC[C@H](C)CCC
MOL011998,C[C@@H]1C[C@H]2O[C@]3(O[C@H]2C(C)(C)O)[C@H]1[C@@]1(C)CC[C@@]24C[C@@]25CC[C@H](O)C(C)(C)[C@H]5CC=C4[C@]1(C)[C@H]3O
MOL011832,O=C(/C=C/c1cc(O)c2oc(-c3ccc(O)c(O)c3)c(C(=O)O[C@H](Cc3ccc(O)c(O)c3)C(=O)O)c2c1)O[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
MOL010720,CC/C=C\CCOC(C)=O
MOL004333,CC(C)=CC(=O)C[C@H](C)c1ccc(C)cc1
MOL001131,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)[C@@H](O)C2=O
MOL009501,Cc1cc2c(c(O)c1C)C(=O)c1ccccc1C2=O
MOL003419,COC(=O)[C@@]1(O)C[C@@]23C=CC[N@+]4(O)CC[C@@]5(c6ccccc6N[C@]15[C@H]2C)[C@H]34
MOL009014,COc1cc(C[C@@]2(O)CO[C@H](c3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c3)[C@H]2CO)ccc1O
MOL012208,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1CC(=O)c1ccccc1
MOL010235,C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
MOL004626,CC1(C)CC[C@@]2(CO)[C@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@@H]2O
MOL007909,CC(C)C1=CC[C@H](C)CC1=O
MOL005934,CCCCCCCCCCC/C=C/C(=O)O
MOL001074,C[C@@H]1[C@@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@]5(C)[C@H](C)[C@@H](O)[C@H](O)[C@@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]12
MOL003049,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)[C@]3(C)CO)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
MOL009444,CC[C@@H]1[C@H]2CCCCN3[C@H]2[C@H](C[C@@H]3[C@@H]2C[C@H](C)C(=O)O2)[C@@H]2[C@H]1OC(=O)[C@H]2C
MOL011977,COc1cc(/C=C/C(=O)OCCc2ccc(O)cc2)ccc1O
MOL012658,CC(C)=C[C@H]1C[C@](C)(O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]2CC[C@]3(C)[C@@H]2[C@H](C[C@@H]2[C@]4(C)CC[C@@H](O)C(C)(C)[C@H]4[C@@H](O)C[C@]23C)O1
MOL010665,C=C[C@@H](O)CCC
MOL004276,C[C@H]1CC[C@H]2[C@@H]1[C@@H]1[C@H](C[C@H]3O[C@]32C)C1(C)C
MOL002208,CCCC[C@@H]1OC(=O)C2=C1CCC=C2
MOL000235,O[C@H](CCc1ccccc1)C[C@@H](O)/C=C\c1ccccc1
MOL008605,C[C@@H](CO)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]2O)CO1
MOL009917,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@]3(CO)CC[C@@H](O)C(C)(C)[C@H]3CC[C@]12C
MOL011424,CC(C)=CCC[C@@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O)[C@@H]1CC[C@@]2(C)[C@@H]1[C@@H](O)C[C@H]1[C@@]3(C)CC[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O[C@@H]4O[C@H](COC(=O)CC(=O)O)[C@@H](O)[C@@H](O)[C@H]4O)C(C)(C)[C@H]3CC[C@]12C
MOL013419,COc1cc(O)c2c(c1)O[C@@H](c1ccc(OC)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c1)CC2=O
MOL005037,CC(=O)Cc1cc(=O)c2c(C)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1
MOL002658,CC(=O)O[C@H]1C[C@@H]2C(C)(C)OC(=O)C[C@@H](OC(C)=O)[C@]2(C)[C@@H]2CC[C@@]3(C)C(=CC[C@H]3[C@H]3COC(=O)C3)[C@]12C
MOL000665,C=CCc1c2c(c(O)c3c(=O)c(-c4ccc(O)c(OC)c4)coc13)C=CC(C)(C)O2
MOL001977,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c21
MOL008255,CC(C)C1=CC[C@@H](C)[C@@]12C=C[C@@H](C)CC2
MOL011074,C[C@]12CC[C@@H](O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O
MOL013049,O=c1ccn([C@@H]2O[C@H](CO[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
MOL005467,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1
MOL005349,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2CC[C@]3(C)[C@H](CC[C@]4(C)[C@@H]3C[C@@H](O)[C@@H]3[C@@H]([C@](C)(CCC=C(C)C)O[C@@H]5O[C@H](CO[C@H]6OC[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]34C)C2(C)C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MOL007374,COc1ccc(-c2ccc(C=C3C(=O)NC(=O)NC3=O)o2)cc1
MOL010848,NC(=O)CC[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCC(N)=O)NC(=O)[C@H]1CCCN1C(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)O
MOL008081,COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@H]1O)[C@]1(C)[C@H](C[C@H]3OC(=O)[C@H](OC(C)=O)[C@@H]24)C(C)=C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
MOL012875,CC[C@H]1CCCC[C@@H]1O
MOL002176,COC(=O)c1ccoc1
MOL006836,COc1cc2oc(-c3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc3)cc(=O)c2c(O)c1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
MOL005719,CCCCCCCCCCCC(O)CCCCCCCCCCC
MOL007724,CC(C)=CC(=O)O
MOL013337,c1ccc(-c2cncs2)cc1
MOL002526,C=C(C)[C@@H]1CCC(C)=C2CC[C@H](C)[C@@H]2C1
MOL006565,O=C1CCC[C@@H]2[C@@H]3CCCN4CCC[C@H](CN12)[C@H]34
MOL008982,C=C1[C@@H](O)CC[C@@]2(C)[C@@H](O)[C@H](O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](O)[C@H]12)C3(C)C
MOL012176,CC1(C)CC[C@]23CC[C@]4(C)[C@@H](C(=O)C[C@@H]5[C@@]6(C)CC[C@H](O)C(C)(C)[C@H]6CC[C@]54C)[C@H]2[C@H]1OC3=O
MOL009690,CC(C)[C@@H](C)c1ccccc1
MOL000848,OC[C@@H]1C[C@@](CO)(OO[C@@H]2O[C@H](OC[C@H]3O[C@@H](CO[C@H]4O[C@@H](CO[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]5O)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
MOL002875,CCCCCCCC/C=C/CCCCCCCC(=O)OC
MOL003767,COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O
MOL006135,Cc1c(O)cc2c(c1O)C(=O)c1ccc(O)cc1C2=O
MOL004108,COc1cc([C@@H](O)[C@H](CO)Oc2c(OC)cc([C@H]3OC[C@H]4[C@@H]3CO[C@@H]4c3cc(OC)c(O)c(OC)c3)cc2OC)cc(OC)c1O
MOL012526,CCCCOC(=O)[C@H]1O[C@@H](O[C@@H]2CC[C@@]3(C)[C@H](CC[C@]4(C)[C@H]3CC=C3[C@H]5CC(C)(C)CC[C@]5(C(=O)O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]34C)C2(C)C)[C@H](O)[C@@H](O)[C@@H]1O
MOL008828,COc1cc(C[C@H]2c3cc(OC)c(OC)c(O)c3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)c(OC)c4c2[C@H](C3)N(C)CC4)cc1OC
MOL003337,C[C@@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](OCCc3ccc(O)c(O)c3)O[C@@H](CO[C@H]3OC[C@@H](O)[C@@H](O)[C@H]3O)[C@@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@H](O)[C@@H]1O
MOL002930,OCCc1ccc(O)cc1
MOL003622,COC(=O)/C=C(\C)CCC=C(C)C
MOL006420,CCOc1c(OC)ccc2c1CN1CCc3cc(OC)c(OC)cc3[C@@H]1C2
MOL012033,C[C@@H]1C[C@@H]([C@H](O)C(C)(C)O)O[C@]2(O)[C@H]1[C@@]1(C)CC[C@@]34C[C@@]35CC[C@H](O)C(C)(C)[C@H]5CC=C4[C@]1(C)[C@H]2O
MOL012199,CC(C)[C@@H]1CCC2=C(CC[C@H]3[C@](C)(C(O)=[OH+])CCC[C@]23C)[C@H]1O
MOL003272,COc1cc2c(cc1OC)[C@@]13C[C@H](OC)C=C[C@@]14O[C@H]4CN3CCC2
MOL006070,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@@H](O)[C@H]4O)cc3o2)cc1
MOL003788,O=C(/C=C/c1ccccc1)OCc1ccccc1
MOL009385,C[C@@H]1C[C@]2(CCCCN3[C@H]2CC[C@H]3[C@@H]2C[C@H](C)C(=O)O2)OC1=O
MOL012463,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@]1(C)C[C@H](O)[C@@H](O)C[C@H]1C(=O)C3
MOL002033,CC1=CC[C@]2(C)CCCC(C)(C)[C@@]23C[C@@H]13
MOL007231,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
MOL012930,CC(=O)OCC1=C2[C@@H](OC(C)=O)C[C@@](C)(OC(C)=O)C(=O)CC[C@@]3(C)O[C@H]3[C@@H]2OC1=O
MOL002463,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
MOL006973,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@H]5C2)OCO4)CCN1C
MOL002199,CC(C)[C@H](N)C(=O)CC(=O)[C@H](N)C(C)C
MOL008594,CCCCCCCC/C=C\CCCCCC(=O)OC
MOL013272,C=C[C@](C)(CC/C=C(\C)CCC=C(C)C)OC(C)=O
MOL001166,C/C1=C\CC[C@@H](C)CC(=O)c2c(C)coc2C1
MOL009556,O=C1OCC[C@H]2CC=C(CO)[C@@H]12
MOL011865,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O
MOL010777,ClCCl
MOL004364,COc1cc(C)cc(OC)c1
MOL006359,CC(C)(O)[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@H]12
MOL001536,CC(C)C[C@@H](O)[C@H]1NC(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2)N(C)C)[C@@H](C(C)C)Oc2ccc(cc2)/C=C/NC1=O
MOL009106,O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(Oc4c(C(=O)O)cc(O)c(O)c4O)c3O)C(=O)O[C@H]2[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]12)c1cc(O)c(O)c(O)c1
MOL004734,CCCC=O
MOL006709,COc1cc([C@H]2OC[C@]3(O)[C@@H](c4ccc(O)c(OC)c4)OC[C@H]23)ccc1O
MOL005826,C/C=C(/C)CCC=C(C)C
MOL001865,CC(C)=CC(=O)[C@@H](C(C)C)[N+](=O)[O-]
MOL003858,CC1(C)C=Cc2c(O)cc(-c3cc4ccc(O)cc4o3)cc2O1
MOL008347,C1SCSSCS1
MOL011166,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC=C3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]32)C1
MOL007548,CC(C)C1=C[C@H]2[C@@](C)(CCC[C@]2(C)O)CC1
MOL005575,COc1cc(O)c2c(=O)c3c(OC)c(O)ccc3oc2c1
MOL000327,C=CCC1=C[C@@](OC)(/C(C)=C/c2ccc(O)c(OC)c2)C(OC)=CC1=O
MOL008717,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
MOL009805,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H]6O[C@H]6O[C@H](C)[C@@H](O)[C@H](O)[C@@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
MOL011536,CC1=C(C)C(=O)O[C@H]([C@H](CO)[C@H]2CC[C@@H]3[C@@H]4C[C@H](O)[C@@]5(O)CCCC(=O)[C@@]5(C)[C@H]4CC[C@]23C)C1
